date,aggregated_news,news_count
2025-02-03,ternyata ini tujuan jp morgan dan blackrock lepas saham bbca [SEP] dua sekuritas ini pasang rekomendasi beli saham bca bbca berikut faktor penopangnya [SEP] cek saham blue chip bank saat ihsg anjlok 111 ada bbca bbri bmri bbni dan bris [SEP] ternyata ini tujuan jp morgan dan blackrock lepas saham bbca,4
2025-02-04,intip saham jagoan para big fund mulai blackrock hingga jp morgan,1
2025-02-05,nisp saham yang katanya the next bbca begini prospek dividennya di 2025 [SEP] dilanda aksi jual harga saham blue chip ini melemah kapan waktu untuk beli [SEP] ini bocoran dividen bank mandiri bmri bni bbni  bca bbca,3
2025-02-06,mari merapat ini bocoran kapan borong saham mandiri bca  bri,1
2025-02-07,harga saham bbca di bawah rp 9000 apa penyebabnya ini jawaban manajemen [SEP] bikin ihsg ambruk analis beberkan alasan asing banyak jual saham bank,2
2025-02-10,mumpung diskon saham bbca diserbu dividennya berapa [SEP] siapa armand wahyudi hartono profil pewaris djarum yang kantongi miliaran rupiah dari saham,2
2025-02-11,saham bbca koreksi saatnya beli ini ramalan kinerja dan dividen 2025 [SEP] daftar saham yang cocok untuk dibeli saat ini,2
2025-02-12,saham blue chip makin terjangkau inilah saham bank murah yang sedang turun harga,1
2025-02-13,saham bbca merah di tengah isu pergantian dirut kapan beli [SEP] selain ganti dirut bca bbca juga bakal bagi dividen [SEP] ada bukti nyata investor asing minggat dari bursa saham indonesia [SEP] profil gregory hendra lembong calon pengganti dirut bca bbca [SEP] 3 cara beli saham bca secara online dan panduannya untuk pemula  kumparancom,5
2025-02-17,anthoni salim pegang saham bca bbca segini [SEP] stockbit sekuritas memproyeksikan pertumbuhan kredit bbca masih kuat [SEP] perbandingan laba bank jumbo bbri bbca bmri dan bbni [SEP] anthoni salim pegang saham bca bbca segini [SEP] dikoleksi anthoni salim intip kisikisi dividen dan target harga saham bca bbca [SEP] adu kinerja 10 saham bank yang sudah rilis lapkeu 2024 siapa yang menarik,6
2025-02-18,bursa efek jakarta  indonesia  pasar keuangan indonesia,1
2025-02-20,buy saham bbca bbri bbni bmri dan bris berikut penjelasan sejumlah analis,1
2025-02-26,apa alasan bos bca borong saham bbca senilai rp 299 miliar [SEP] ini kekayaan bos bca dari saham saat harganya di bawah rp 9000,2
2025-02-27,bbca turun terus kenapa [SEP] ihsg anjlok saatnya cuan dari saham bbri bbca dan bmri seperti 2018 [SEP] simak harga 1 lot saham bbca hari ini 27 februari 2025,3
2025-03-03,performa bbca bmri dan tlkm saat rebalancing msci berlaku,1
2025-03-04,pemodal asing net buy rp 59364 miliar saham bank papan atas bbri bbca bmri hingga bbni diburu [SEP] jp morgan aksi jual saham bank sudah berlebihan  market [SEP] dana kelolaan investasi bca bbca tumbuh 30 [SEP] saham bbri hingga bbca panen cuan ihsg naik hampir 4 persen di awal maret  hariandiswayid [SEP] analisis saham bbca bbni mika uniq,5
2025-03-05,investor asing lagilagi buru saham bbri dan bbca hingga topang lompatan ihsg,1
2025-03-10,goldman sachs pangkas rating saham ri saatnya borong bbri bmri bbca  bbni [SEP] bca bbca putuskan dividen lusa 1232025 beriringan aksi borong saham oleh direksi [SEP] saham bank besar ri undervalued bbri jadi pilihan utama  market [SEP] broker ini paling banyak serok saham big banks ada apa [SEP] saham bank besar ri undervalued bbri jadi pilihan utama,5
2025-03-11,bbca sebar dividen naik jadi rp300 per saham rombak komisaris dan direksi [SEP] ihsg berpotensi rebound pantau bbca intp akra dan elsa [SEP] harga turun saham blue chip sektor bank ini akan bayar dividen cek yang layak beli,3
2025-03-12,yield kecil dividen bbca kurang menarik [SEP] usai rups harga saham bbca naik 168 persen jahja setiaatmadja jabat presiden komisaris [SEP] saham bbca kembali ke level rp 9000 jelang pengumuman hasil rups [SEP] dividen bbca rp300 per lembar kecil atau besar [SEP] tambahan dividen bca bbca rp250 per lembar pada 2025 intip jatah bos djarum dan para direksi [SEP] rupst bbca angkat hendra lembong jadi presiden direktur bca [SEP] bca bbca bagi dividen rp300 per saham dan ganti dirutkomut [SEP] profil hendra lembong presdir baru bca yang geser jahja setiaatmadja berapa gajinya [SEP] bbca akan setor rp169 triliun kepada perusahaan milik keluarga hartono  hallobisniscom [SEP] rups bbca setujui hendra lembong jadi presdir bca simak profilnya [SEP] duo hartono kantongi rp1693 triliun ini daftar penerima dividen jumbo bbca,11
2025-03-13,saham bbca bentuk golden cross menuju resistance terdekat [SEP] bursa efek jakarta  indonesia  pasar keuangan indonesia [SEP] ringkasan hasil rups bbca pembagian dividen hingga pengangkatan presdir baru [SEP] berapa harga 1 lot saham bca saat ini [SEP] mahal mana beli 1 lot saham bca atau 1 gram emas antam [SEP] cara mudah hitung dividen bca yang akan ditebar di 2025,6
2025-03-14,bank central asia bbca putuskan bagi dividen catat jadwalnya [SEP] pembayaran dividen bbca tahun 2025 rp 37 triliun investor perlu beli atau tahan [SEP] asing kembali net sell emiten apa dengan aksi jual terbesar [SEP] bca bbca rilis jadwal dividen segini per sahamnya [SEP] jadwal pembayaran dividen bca 2025 cum date jelang lebaran cek detailnya [SEP] cermati ini sentimen penyebab tren pelemahan saham perbankan [SEP] saham blue chip perbankan ini siapkan rp 37 t untuk dividen apa layak beli [SEP] bangkaposcom  harta kekayaan jahja setiaatmadja bankir terkaya yang kini jadi presiden komisaris bca,8
2025-03-17,cum dividen 20 maret 2025 ini jadwal resmi pembayaran dividen bbca [SEP] laba bbca februari 2025 melesat  bagi dividen di april ini rekomendasi sahamnya [SEP] banyak saham blue chip akan bayar dividen tahun 2025 cek yang paling layak beli [SEP] pembayaran dividen bbca tahun 2025 rp 37 triliun investor perlu beli atau tahan [SEP] daftar saham blue chip yang bakal bagibagi dividen [SEP] banyak saham blue chip akan bayar dividen tahun 2025 cek yang paling layak beli,6
2025-03-18,jadwal pembayaran dividen bbca tahun 2025 cek besarannya [SEP] jadwal resmi pembayaran dividen bbca apa saham blue chip ini layak koleksi,2
2025-03-19,ada yang prediksi bbca bisa naik 52 alasannya kuat [SEP] komisaris bbca tambah porsi kepemilikan sahamnya di perseroan [SEP] ihsg ditutup menguat saat bi tahan suku bunga saham bbcabmri bergeliat,3
2025-03-20,fac sekuritas [SEP] harga anjlok komisaris dan direksi borong saham bca [SEP] bca bbca bagi dividen rp 250saham masuk cum date [SEP] bca bbca tebar dividen rp3698 triliun cum date hari ini,4
2025-03-21,petinggi bbca borong saham di harga terendah dalam 2 tahun terakhir [SEP] sst ada aksi pembelian saham jumbo dari direksi bank central asia bbca tujuannya [SEP] frengky chandra kusuma tambah porsi kepemilikan sahamnya di bbca [SEP] jelang pensiun jadi presdir jahja kembali borong saham bbca [SEP] saat direksi dan komisaris bca kompak borong saham bbca [SEP] direksi dan komisaris bca kompak borong saham bbca rogoh kocek hingga miliaran,6
2025-03-24,segera bayar dividen direksi bca ramairamai beli saham bbca dengan harga murah [SEP] terus terkoreksi saham bca kian mendekati harga stock split [SEP] emiten mulai bagi dividen tengok investor individu yang dapat cuan jumbo [SEP] menakar pergerakan investor institusi asing saat saham bca dapat tekanan jual asing [SEP] harga saham bbca anjlok hampir kembali ke level stock split [SEP] saham bbca terkoreksi apakah saatnya buy ini analisis dan target harga terbarunya,6
2025-03-25,sentimen positif jelang lebaran ini ide trading saham bbri bmri bbni dan bbca [SEP] bbca mau ditampung di tanggal ini harga maksimum rp 9200 [SEP] data historis nilai dividen per saham bca bbca tahun buku 2001  2024,3
2025-03-26,reksadana schroder dan manulife cuan 5 sehari punya saham bbri bbca bmri hingga bbni [SEP] ini dividen jumbo yang diraih danantara dari bmri bbri dan bbni [SEP] ihsg menguat ke 6235 market cap bbca kembali mendekati rp 1000 triliun lagi,3
2025-03-27,saham big cap naik saat ihsg melesat market cap bbca balik ke atas rp 1000 t [SEP] bca siapkan rp1 triliun untuk buyback [SEP] bca buyback saham karyawan dilarang transaksi selama periode pembelian kembali,3
2025-03-31,menaguk cuan dividen emiten bank yield dividen terbesar masih dari bank pelat merah,1
2025-04-02,jadwal pembayaran dividen bbca bbri bbni bbtn [SEP] bca mandiri bri btn dan bni transfer dividen 2025 cek periode masuk rekening,2
2025-04-03,thr jangan dihabisin sisain buat investasi masih ada 20 saham murah,1
2025-04-04,ada yang bakal dapat dividen rp 169 triliun anthoni salim segini,1
2025-04-07,jadwal libur bursa efek indonesia saham bbca kembali diperdagangkan besok  pikiran rakyat bengkulu,1
2025-04-08,harga saham bbca terjun 1294 saat pembukaan perdagangan hari selasa 84 [SEP] saham bank jumbo bbca bmri bbni bbri merosot usai trading halt dibuka [SEP] ihsg trading halt saham big caps bbca bren hingga dcii anjlok belasan persen,3
2025-04-09,bca akan bagikan dividen tunai rp369 t pada 11 april 2025,1
2025-04-10,saham bmri bbri bbni sampai bbca sudah murah saatnya masuk [SEP] kamu punya saham bbri dan bmri di harga atas terapkan strategi ini [SEP] kinerja perbankan februari 2025 pulih ini rekomendasi saham bbca bris hingga bbri [SEP] premium wrap up saham bank pilihan trump poles harga emas hingga dividen bbca,4
2025-04-11,dividen bbri 2025 catat tanggal ex date dan jadwal pembayaran rp2084 per saham  pikiran rakyat bengkulu,1
2025-04-14,rangkuman rekomendasi saham hari ini 14 april 2025 [SEP] rekomendasi saham hari ini 14 april 2025 dan analisanya,2
2025-04-16,harga saham bbca hari ini 16 april 2025 grafik bbca idx sempat turun lalu menguat  pikiran rakyat bengkulu,1
2025-04-17,bbca bertahan di pucuk market cap saat ihsg bergejolak hingga pertengahan april 2025,1
2025-04-21,saham bank besar sesi i melesat simak target harga bbca bbri bmri bbni dan bris,1
2025-04-22,saham bbri bmri dan bbca kompak menguat 22 april 2025 cek harga dan grafik terbaru  pikiran rakyat bengkulu,1
2025-04-23,laba bbca triwulan i 2025 melesat ini rekomendasi dan target harga sahamnya [SEP] apakah saham bbca bisa sentuh level 10000 lagi ini kata bos bca [SEP] bca bbca cetak laba rp 141 triliun per kuartal i2025 [SEP] soal ekspektasi harga kembali ke rp10000 begini kata bos bca,4
2025-04-24,kata bos bbca soal potensi harga saham ke rp 10000 lagi [SEP] bca catat kinerja positif kuartal i2025 dengan laba tumbuh 98 [SEP] jahja setiaatmadja pamit bos baru bbca efektif 1 juni,3
2025-04-28,perusahaan induk bbca borong 1 miliar saham towr [SEP] saham bbca analisis lengkap dividen dan prospek di 2025 [SEP] analisis lengkap harga wajar saham bbca 2025 [SEP] pemodal asing buru dua saham bank papan atas ini sepanjang hari ini [SEP] nggak nyangka prospek saham bank digital sejajar dengan bbca,5
2025-04-30,12 rekomendasi saham hari ini 30 april 2025  target harganya,1
2025-05-01,inilah daftar saham indeks lq45 meijuli 2025 cermati saham blue chip layak beli,1
2025-05-05,update harga saham bbri hari ini 5 mei 2025 grafik saham dan prediksi terbaru  pikiran rakyat bengkulu,1
2025-05-06,10 rekomendasi saham hari ini 6 mei 2025 dan analisanya,1
2025-05-07,kabar gembira dari bca bbca  berita mandalika,1
2025-05-12,mudah begini cara beli saham di stockbit untuk pemula,1
2025-05-13,jatuh tempo 5 juli 2025 bca siap lunasi obligasi senilai rp 435 miliar [SEP] awal mei 2025 saham bank blue chip tren naik saatnya beli jual atau tahan,2
2025-05-14,mengejutkan investor asing net buy saham rp 283 triliun dalam sehari bbri akhirnya memimpin [SEP] bursa efek jakarta  indonesia  pasar keuangan indonesia,2
2025-05-15,bbca hentikan buyback lebih cepat dari jadwal [SEP] ihsg terbang lagi dikerek saham perbankan dan bumn,2
2025-05-19,asing gencar koleksi saham bbri antm dan bbca sejak awal bulan [SEP] pasar respons kinerja bca usai laba bersih tumbuh 17 persen [SEP] goldman sachs kerek target harga bbca tembus rp11000saham [SEP] saham bbca dan adro naik tinggi buat ihsg menguat 022,4
2025-05-21,rekomendasi saham bbri bbni bmri bbca jelang keputusan bi rate [SEP] premium wrapup bbca dekati rp10000 pembeli emas antam hingga serok saham ptba,2
2025-05-23,saham bbca menguat siap melaju ke rp 11000an [SEP] berita populer harga emas perhiasan menyala hingga target harga bbca bbri dan bmri terbaru,2
2025-05-26,indo premier sentimen yang pengaruhi ihsg pekan ini,1
2025-05-27,7 sektor saham utama yang menjanjikan untuk investasi tahun ini,1
2025-05-28,dana investor asing kembali keluar rp113 miliar ini 5 saham terbanyak dijual,1
2025-06-02,kredit sindikasi aman bbca pegang agunan jumbo dari dewa,1
2025-06-03,pelemahan 4 saham big bank tekan ihsg intip kembali target harga bbca bbri bmri dan bbni [SEP] pendapatan bank april melambat ini rekomendasi saham bris bbtn bbri bbca bmri hingga bbni [SEP] saham perbankan masih melanjutkan tren pelemahan simak rekomendasi analis,3
2025-06-04,ini strategi bca bbca saat tren nim industri perbankan menurun,1
2025-06-09,daftar 10 saham paling banyak diobral investor asing pada 2025 [SEP] bukan bbca cs ini saham bank dengan potensi cuan 50,2
2025-06-11,bursa efek jakarta  indonesia  pasar keuangan indonesia,1
2025-06-13,potensi saham bank naik di juliagustus capai 80 ini rekomendasi investasinya [SEP] jalan panjang jahja setiaatmadja menjaga keperkasaan bbca [SEP] jalan panjang jahja setiaatmadja menjaga keperkasaan bbca,3
2025-06-17,laba bersih mei positif capital group hingga jp morgan profit taking saham bbca [SEP] ada yang pasang target harga saham ini rp 11000,2
2025-06-18,asing jual bbca nyaris rp500 miliar ini tekanan teknikalnya [SEP] perang iranisrael saham bank tertekan saham migas naik terbatas [SEP] yield dividen saham blue chip ini 5x bunga deposito bca cum date 20 juni 2025,3
2025-06-19,bca ungkap strategi hadapi likuiditas ketat perbankan [SEP] saham rontok berjemaah garagara apa,2
2025-06-23,saham bank lq45 memerah saat ihsg turun pada senin 236 ada bbri bmri dan bbca [SEP] bbca bbri bmri bris mana yang mesti dipilih,2
2025-06-24,punya saham bbca bbri bmri hingga icbp cuan reksadana batavia  ciptadana melesat,1
2025-06-25,pemilik bbca masuk sebagai pemegang saham heal [SEP] ihsg tibatiba balik ke zona merah saham bbca jadi biang kerok,2
2025-06-30,adu kinerja 12 saham bank yang rilis laporan mei 2025,1
2025-07-02,transaksi jpmorgan di saham bbri bmri dan bbca selama kuartal ii2025,1
2025-07-08,harga saham blue chip koreksi semester 1 2025 cek yang prospek dibeli semester 2 ini,1
2025-07-10,saham big banks bbri bbni bmri bbca kompak hijau ini pendorongnya [SEP] bingung lihat saham bbca labanya turun tapi potensi cuannya gede banget [SEP] ihsg semester i melemah ini rekomendasi saham pilihan hingga akhir 2025,3
2025-07-11,ihsg menguat 265 sepekan saham perbankan kembali bergairah [SEP] prospek saham bank jumbo bbca hingga bmri di paruh kedua 2025,2
2025-07-14,daftar saham jangka panjang 2025 pilihan stabil untuk investor cerdas [SEP] grup djarum perkuat portofolio bisnis kawasan industri,2
2025-07-15,cara beli saham bca di mybca panduan lengkap untuk pemula  jurnal ngawi,1
2025-07-16,bbca salurkan pinjaman rp250 miliar untuk emiten baru grup djarum [SEP] saham ini terus digempur asing net sell jebol rp 60 triliun [SEP] punya 1 lot saham bbca berapa dividen setiap tahun yang didapatkan,3
2025-07-17,bbca  bank central asia untuk idxbbca oleh technicalstock [SEP] segini dividen yang diterima jika punya satu lot bbri hingga bbca [SEP] ihsg lanjut naik rekomendasi saham hari ini admr bbca jsmr  tlkm [SEP] asing catat net sell jumbo rp110 triliun bmri dan bbca terus jadi korbannya,4
2025-07-21,aliran dana asing deras keluar saham bbca turun takhta [SEP] kapitalisasi bren tembus rp1070 t geser posisi bbca [SEP] bbca turun takhta [SEP] berita populer bbca tak lagi di puncak hingga peluang cuan masuk indeks msci [SEP] berapa triliun dividen yang diterima konglomerat budi hartono di bca,5
2025-07-22,berapa triliun dividen bca untuk konglomerat bambang hartono setahun [SEP] ihsg diramal naik saham unvr bbca hingga antm direkomendasikan [SEP] saham konglo penguasa bursa ada 5 dari grup prajogo pangestu,3
2025-07-23,analisis teknikal bbca 23 juli 2025 untuk idxbbca oleh justanalyst [SEP] ihsg rekor 2025 saham pilihan hari ini akra bbca hrum  medc [SEP] apakah budi hartono dapat dividen bca tahun buku 2024 kantongi cuan segini,3
2025-07-24,hartono bersaudara tambah 686 juta saham towr,1
2025-07-25,perbankan mulai terbitkan laporan keuangan semester i2025 cek rekomendasi analis,1
2025-07-28,cuan saham bank ini bisa meledak 72 kalahkan bbca cs,1
2025-07-30,kinerja semester i 2025 laba bbri  bbni turun bbca solid ini rekomendasi sahamnya [SEP] saham bank menarik untuk investasi jangka panjang begini prospeknya,2
2025-07-31,laba bbca naik 8 di semester i 2025 [SEP] harga saham bbca bakal segini [SEP] tumbuh 8 laba bca bbca tembus rp 29 triliun pada semester i 2025 [SEP] ihsg terkoreksi 038 terbebani kinerja bbca,4
2025-08-01,laba bertumbuh solid saham bbca tetap menjadi top pick sektor bank [SEP] dana asing hengkang rp150 triliun bbca dan bmri dilepas besarbesaran [SEP] 5 saham milik djarum group bukan hanya bbca saja [SEP] pertumbuhan laba bca makin seret sinyal bahaya bagi investor [SEP] dana asing hengkang rp150 triliun bbca dan bmri dilepas besarbesaran [SEP] 5 saham milik djarum group bukan hanya bbca saja,6
2025-08-04,ihsg bisa bullish jangka menengah saham pilihan hari ini admr bbca pgeo  smra [SEP] hitung ulang saham bbca ini hasilnya [SEP] penasaran keuntungan 1 lot saham bca berapa ini kinerja semester i 2025  rekomendasi bbca,3
2025-08-05,asing masuk pasar net buy rp 55226 miliar saham bmri dan bbca diborong [SEP] harga premium di regional saham bca bbca tetap jadi idaman investor [SEP] ihsg bisa kembali ngegas rekomendasi saham hari ini bbca indy jsmr  pgas [SEP] jp morgan terpantau masih rajin jual saham bri bca hingga bank mandiri [SEP] punya bbca bmri bbni  bbri return reksadana indeks star am dan maybank am melesat 2,5
2025-08-07,bbca tak kalah saing di kawasan regional [SEP] investor asing diamdiam akumulasi saham antm sampai cdia [SEP] bca bbca beri kisikisi pembagian dividen interim 2025,3
2025-08-08,ihsg berpotensi melemah hari ini 88 cermati saham bbca smgr dan untr [SEP] ihsg diprediksi rawan koreksi jelang akhir pekan pantau saham amrt bbca hingga untr [SEP] emiten bank penghuni top 10 msci indonesia index ada bbca dan pelat merah,3
2025-08-11,net buy melesat rp 84984 miliar asing akhirnya mulai borong saham bbca dan bbri [SEP] rise raih fasilitas kredit senilai rp500 miliar dari bbca [SEP] punya bbca arto bbni  bbri return reksadana indeks star am dan maybank am melesat 25,3
2025-08-12,saham mendadak laris harga bisa rp 11000 [SEP] terungkap ini penyebab ihsg terbang 102,2
2025-08-13,bbca bbri bmri serap dana asing terbesar siapa paling menarik [SEP] ihsg cetak rekor baru saham danantara serap transaksi tertinggi [SEP] duh investasi di bbca icbp ggrm anda malah boncos dalam 3 bulan,3
2025-08-14,investor asing net buy rp 53 t jelang hut ri saham bren tlkm dan bbca diserbu [SEP] dana asing rp152 triliun masuk bbri dan bbca jadi incaran,2
2025-08-15,saham bca bank ina bri paling banyak diserbu investor [SEP] bursa efek jakarta  indonesia  pasar keuangan indonesia [SEP] net buy berlanjut rp 130 triliun asing borong saham bbri bmri dan tlkm [SEP] kesempatan beli saham wonderful  harganya bisa ke rp 11000 [SEP] saham bbca berbalik menguat investor asing rajin akumulasi  sinar harapan [SEP] intip gerak harga saham bbca hari ini 15 agustus 2025 [SEP] harga belum tembus 9000 bagaimana prospek saham bca hari ini [SEP] diborong asing saham bca justru melemah publik justru soroti keluhan nikita mirzani soal data rekening [SEP] sektor perbankan mulai pulih bbca bbri bmri berpeluang rebound di 2025 [SEP] saham bca terjun ke rp 8700 gejolak nikita mirzani  skandal blbi ikut jadi sorotan [SEP] diversifikasi portofolio preskom bca kurangi kepemilikan saham,11
2025-08-18,jahja setiaatmadja lepas saham bbca senilai rp87 miliar [SEP] preskom bca bbca lepas 1 juta lembar saham [SEP] jahja setiaatmadja lepas 1 juta saham bbca segini dana yang diraup [SEP] jahja setiaatmadja jual saham bca bbca rp87 miliar buat apa [SEP] laba bca bbca juli 2025 [SEP] presiden komisaris bca jahja setiaatmadja jual 1 juta saham bbca [SEP] karier jahja setiaatmadja presiden komisaris yang jual 1 juta saham bbca [SEP] profil jahja setiaatmadja sosok yang obral 1 juta saham bca,8
2025-08-19,isu akuisisi tekan saham bca 23 analis fundamental tetap solid [SEP] ihsg dibuka naik 19 agustus 2025 saham dssa dan bbca jadi incaran [SEP] nasib saham bbca [SEP] komisaris utama bca lepas 1 juta saham kantongi rp87 m,4
2025-08-20,bca bbca klarifikasi isu pembelian saham dan utang rp 60 triliun [SEP] meski muncul ide ambil paksa 51 saham bank bca goldman sachs cs rajin borong bbca [SEP] melihat proyeksi saham bbca bisa tembus ke level rp9000 [SEP] soal akuisisi 51 saham di masa lalu bbca buka suara [SEP] bbca klarifikasi isu akuisisi rp5 triliun  utang rp60 triliun ke negara yang heboh di media [SEP] bca bantah isu rekayasa akuisisi 51 persen saham bbca [SEP] bos bca jahja setiaatmadia jual 1 juta saham kantongi rp875 m [SEP] untuk apa komisaris bca jahja setiaatmadja jual saham rp 875 m [SEP] saham bca bbca ambruk 6 sepekan ada apa [SEP] penjelasan bca soal isu pengambilalihan 51 persen saham bbca oleh pemerintah [SEP] bca buka suara soal proses ambil alih 51 saham di era megawati [SEP] kasus utang blbi bca mencuat ekonom sarankan pemerintah lakukan ini,12
2025-08-21,saham bbca akhiri koreksi tiga hari beruntun ada crossing ratusan miliar rupiah [SEP] ramalan terbaru saham bbca  bmri cs usai bi rate dipotong [SEP] saham bbca menuju rp9000 [SEP] heboh kabar akuisisi saham bca danantara indonesia buka suara,4
2025-08-22,heboh diambil alih pemerintah bbca melemah 5 dari puncak bulan ini [SEP] begini lo histori grup djarum menguasai saham bank central asia bca [SEP] saham bbca rontok dibayangi beban kinerja atau hantu blbi,3
2025-08-25,sinyal suku bunga as turun bayangi pasar rekomendasi saham hari ini bbri  bbca [SEP] saham bbca profil kinerja keuangan riwayat dividen dan prospek bisnisnya [SEP] semenarik apa saham bbca setelah muncul laporan kinerja terbaru [SEP] bbca jadi sasaran jual asing terbesar pekan lalu [SEP] wacana ambil alih paksa saham bca bisa runtuhkan kepercayaan pasar [SEP] investor asing borong 10 saham ini cuan bbri hingga bbni,6
2025-08-26,saham bbri ramai dibeli investor asing bbca hingga bbkp dilego [SEP] historia bisnis momen grup salim punya kans kuasai kembali bca bbca,2
2025-08-27,timothy ronald borong 11 juta saham bbca investor ritel perlu beli  jual [SEP] kinerja saham bank swasta terburuk panin  bca paling hancur,2
2025-08-28,video saham bank swasta berguguran ada apa [SEP] saham wonderful company  dikoleksi tokohtokoh ternama harga bisa segini [SEP] timothy ronald dijuluki warren buffet indonesia investor muda pemilik 11 juta saham bca [SEP] dua sektor saham yang terpengaruh dari patriot bonds danantara [SEP] selain kripto timothy ronald juga punya 11 juta lembar saham bca [SEP] berita populer the next warren buffett indonesia hingga valuasi saham koleksi lo kheng hong,6
2025-08-29,saham bca catat pembelian asing tertinggi fundamental jadi bahan bakar untuk rebound [SEP] saham bank bbca bbri cs ikut anjlok saat ihsg tertekan aksi demonstrasi [SEP] net sell asing terbesar di bbca saat ihsg tumbang 113 jadi 7862 hari ini 298,3
2025-09-01,sudah sentuh level support analis sebut saham bca berpotensi koreksi lagi [SEP] semua yang perlu kamu tahu tentang dividen saham bbca 2024 [SEP] bbca tertekan saham bca diprediksi bisa jatuh ke level rp7000 [SEP] analisis pergerakan harga saham bbca hari ini 1925 [SEP] aksi borong saham di harga diskon ramaikan pasar saat ihsg anjlok [SEP] modal asing rp152 triliun tinggalkan pasar saham indonesia [SEP] saham bca paling aktif diperdagangkan pada sesi pertama hari ini [SEP] saham bbca diserok [SEP] saham bbca dan bmri kompak anjlok pagi ini investor panik melepas saham perbankan [SEP] koreksi saham bbca bukan karena penjualan ini 5 fakta di baliknya [SEP] saham bank jumbo bbri bbca cs rontok saat ihsg merah stabilitas politik jadi kunci [SEP] asing mulai putar haluan saham ini jadi bulanbulanan [SEP] net sell asing gede banget saham ini digempur [SEP] semua yang perlu kamu tahu tentang dividen saham bbca 2024 [SEP] net sell melonjak rp 215 triliun investor asing buang saham bbca [SEP] analisis pergerakan harga saham bbca hari ini 1925 [SEP] bbca tertekan saham bca diprediksi bisa jatuh ke level rp7000 [SEP] aksi borong saham di harga diskon ramaikan pasar saat ihsg anjlok [SEP] modal asing rp152 triliun tinggalkan pasar saham indonesia [SEP] saham bca paling aktif diperdagangkan pada sesi pertama hari ini [SEP] saham bbca dan bmri kompak anjlok pagi ini investor panik melepas saham perbankan [SEP] koreksi saham bbca bukan karena penjualan ini 5 fakta di baliknya [SEP] saham bbca diserok,23
2025-09-02,kilas balik 10 tahun terakhir analisis kinerja harga saham bbca [SEP] dana asing kabur rp214 triliun saham bbca bmri dan bbri paling banyak dilego [SEP] mereka yang diamdiam serok bbca,3
2025-09-03,jahja setiaatmadja borong saham bbca usai harga ambles [SEP] investor asing ramai jual saham bbca  pani saat ihsg naik 108 [SEP] jahja setiaatmadja serok saham bbca di harga bawah target bisa ke rp 11900 [SEP] berikut return saham perbankan tertinggi di agustus 2025 bank kecil lebih unggul [SEP] return saham bank kecil melejit pada agustus begini proyeksi analis untuk september [SEP] cek rekomendasi teknikal saham goto bbca klbf untuk perdagangan kamis 49 [SEP] saham wonderful company lagi murah [SEP] rekomendasi saham bank overweight meski kinerja hingga juli 2025 masih lemah,8
2025-09-04,pantau harga saham bbca update terkini dan grafik [SEP] berita populer harga emas perhiasan melejit berjemaah hingga saham bbca lagi murah,2
2025-09-08,goldman sachs cs memperbarui rekomendasi saham bbca dan bbri [SEP] bbca diramal ngacir 50 muncul petunjuk dividen besar [SEP] bbca cs dihujani aksi jual asing masuk saham emiten emas [SEP] saham bbca kenapa lagi,4
2025-09-09,aksi jual besar asing dorong saham bbca turun drastis ini penyebabnya [SEP] tinggalkan perbankan asing borong saham emas saat ihsg turun 128 [SEP] saham bbca murahnya kebangetan [SEP] sri mulyani pamit rp299 triliun dana asing tinggalkan pasar saham [SEP] saham bank bumn dan bbca kompak melemah valuasi dinilai atraktif [SEP] historia bisnis ketika salim serahkan saham bca bbca [SEP] sorotan saham bbca hari ini tekanan jual asing dan pelemahan ihsg [SEP] purbaya menkeu net sell jebol rp 60 t asing gempur bbca dan saham bumn,8
2025-09-10,jahja setiaadmadja terus serok bbca di harga terendah dalam setahun [SEP] saham bbca turun 22 persen sepanjang 2025 apakah ada potensi cuan [SEP] saham bbca menguat 365 usai tekanan jual asing mereda analis nilai valuasi murah [SEP] aksi borong saham bca bbca kala diskon terbesar dalam 5 tahun [SEP] harga saham blue chip bank ini turun 21 dari awal tahun 2025 pilih beli  jual [SEP] asing lepas rp 21 t sehari bbca dibanting ke level terendah 3 tahun [SEP] harga saham bbca menghijau sesi i hari ini 10 september 2025 cek rekomendasinya [SEP] rekomendasi saham dan pergerakan ihsg hari ini 10 september 2025 [SEP] saham bbca dan bbri terbang 2 dorong ihsg menguat 1,9
2025-09-11,mengintip fundamental bank bca dan ramalan nasib saham bbca [SEP] petinggi bca bbca kembali borong ribuan saham [SEP] alihalih buyback bca pilih kuatkan fundamental untuk kerek harga saham [SEP] apakah bank bca bbca berencana kembali buyback saham [SEP] saham bbca anjlok 2222 di 2025 ini analisa analis yang patut dicermati [SEP] bca belum ada rencana buyback saham lagi di 2025 [SEP] jahja setiatmadja borong 66 ribu saham bca [SEP] jahja setiaatmadja borong 66000 saham bbca rogoh kocek rp500 juta [SEP] bca makin genjot bisnis dana kelolaan lewat wealth summit 2025,9
2025-09-12,harga saham masih di bawah rp 8000 bbca dinilai layak lakukan buyback [SEP] fundamental tetap kuat pasar respons positif saham bbca [SEP] historia bisnis lobilobi senayan di sekitar saham panas bca bbca [SEP] simak bocoran pembagian dividen bca bbca ini kisikisinya [SEP] bca bbca royal bagi dividen,5
